ID	AFR	EUR	AMR
RP-1915_GMC_2615WQ	2	0	0
RP-1915_GMC_2653IJ	2	0	0
RP-1915_GMC_2745KV	2	0	0
RP-1915_GMC_2762FU	2	0	0
RP-1915_GMC_2767BC	2	0	0
RP-1915_GMC_2768DA	2	0	0
RP-1915_GMC_2768HS	2	0	0
RP-1915_GMC_2807EA	2	0	0
RP-1915_GMC_2815QW	2	0	0
RP-1915_GMC_2929NH	2	0	0
RP-1915_GMC_2934SF	2	0	0
RP-1915_GMC_2957PC	2	0	0
RP-1915_GMC_2959JP	2	0	0
RP-1915_GMC_2986DO	2	0	0
RP-1915_GMC_3017SI	2	0	0
RP-1915_GMC_3037FE	2	0	0
RP-1915_GMC_3050CY	2	0	0
RP-1915_GMC_3050YG	2	0	0
RP-1915_GMC_3054AD	2	0	0
RP-1915_GMC_3068OR	2	0	0
RP-1915_GMC_3100NA	2	0	0
RP-1915_GMC_3103JI	2	0	0
RP-1915_GMC_3107LC	2	0	0
RP-1915_GMC_3176CP	2	0	0
RP-1915_GMC_3180QD	2	0	0
RP-1915_GMC_3226NO	2	0	0
RP-1915_GMC_3249KL	2	0	0
RP-1915_GMC_3250WE	2	0	0
RP-1915_GMC_3278VX	2	0	0
RP-1915_GMC_3321JW	2	0	0
RP-1915_GMC_3349YQ	2	0	0
RP-1915_GMC_3364PX	2	0	0
RP-1915_GMC_3364TP	2	0	0
RP-1915_GMC_3392RV	2	0	0
RP-1915_GMC_3392VN	2	0	0
RP-1915_GMC_3411CT	2	0	0
RP-1915_GMC_3442ER	2	0	0
RP-1915_GMC_3488VB	2	0	0
RP-1915_GMC_3531GA	2	0	0
RP-1915_GMC_3553XK	2	0	0
RP-1915_GMC_3603KG	2	0	0
RP-1915_GMC_3606IJ	2	0	0
RP-1915_GMC_3606MB	2	0	0
RP-1915_GMC_3652LU	2	0	0
RP-1915_GMC_3723ON	2	0	0
RP-1915_GMC_3745FU	2	0	0
RP-1915_GMC_3745JM	2	0	0
RP-1915_GMC_3756VF	2	0	0
RP-1915_GMC_3759WL	2	0	0
RP-1915_GMC_3775ZT	2	0	0
RP-1915_GMC_3792MP	2	0	0
RP-1915_GMC_3868QW	2	0	0
RP-1915_GMC_3868UO	2	0	0
RP-1915_GMC_3895SQ	2	0	0
RP-1915_GMC_3911EY	2	0	0
RP-1915_GMC_3911FN	2	0	0
RP-1915_GMC_3915DS	2	0	0
RP-1915_GMC_3966CI	2	0	0
RP-1915_GMC_3984UC	2	0	0
RP-1915_GMC_3993DL	0	2	0
RP-1915_GMC_4011SM	2	0	0
RP-1915_GMC_4041OU	2	0	0
RP-1915_GMC_4048QO	2	0	0
RP-1915_GMC_4067UC	2	0	0
RP-1915_GMC_4117FE	2	0	0
RP-1915_GMC_4132ZY	2	0	0
RP-1915_GMC_4138XV	2	0	0
RP-1915_GMC_4150PX	2	0	0
RP-1915_GMC_4198BQ	2	0	0
RP-1915_GMC_4203AW	2	0	0
RP-1915_GMC_4207YB	2	0	0
RP-1915_GMC_4285YR	0	2	0
RP-1915_GMC_4309NO	2	0	0
RP-1915_GMC_4329AN	2	0	0
RP-1915_GMC_4342XH	2	0	0
RP-1915_GMC_4350JA	2	0	0
RP-1915_GMC_4356KG	2	0	0
RP-1915_GMC_4378IT	2	0	0
RP-1915_GMC_4403XC	2	0	0
RP-1915_GMC_4421WV	2	0	0
RP-1915_GMC_4452YQ	2	0	0
RP-1915_GMC_4479LM	2	0	0
RP-1915_GMC_4492ER	2	0	0
RP-1915_GMC_4492IJ	2	0	0
RP-1915_GMC_4499GL	2	0	0
RP-1915_GMC_4542RN	2	0	0
RP-1915_GMC_4560QG	2	0	0
RP-1915_GMC_4613EF	2	0	0
RP-1915_GMC_4631TZ	2	0	0
RP-1915_GMC_4670CF	0	2	0
RP-1915_GMC_4695FM	2	0	0
RP-1915_GMC_4706VI	2	0	0
RP-1915_GMC_4706ZA	2	0	0
RP-1915_GMC_4707AD	2	0	0
RP-1915_GMC_4707EV	2	0	0
RP-1915_GMC_4766PH	2	0	0
RP-1915_GMC_4770QK	2	0	0
RP-1915_GMC_4784HY	2	0	0
RP-1915_GMC_4805MS	2	0	0
RP-1915_GMC_4823BJ	2	0	0
RP-1915_GMC_4854NZ	2	0	0
RP-1915_GMC_4928XR	2	0	0
RP-1915_GMC_4976PL	2	0	0
RP-1915_GMC_4998HK	2	0	0
RP-1915_GMC_4999MI	2	0	0
RP-1915_GMC_5000LX	2	0	0
RP-1915_GMC_5058KQ	2	0	0
RP-1915_GMC_5076CH	1	1	0
RP-1915_GMC_5098QO	2	0	0
RP-1915_GMC_5101VP	2	0	0
RP-1915_GMC_5115WS	2	0	0
RP-1915_GMC_5129NJ	2	0	0
RP-1915_GMC_5141BQ	2	0	0
RP-1915_GMC_5142GO	2	0	0
RP-1915_GMC_5142KD	2	0	0
RP-1915_GMC_5146II	2	0	0
RP-1915_GMC_5148DK	2	0	0
RP-1915_GMC_5167HB	2	0	0
RP-1915_GMC_5210SA	2	0	0
RP-1915_GMC_5250XJ	0	2	0
RP-1915_GMC_5268KU	2	0	0
RP-1915_GMC_5277TA	0	2	0
RP-1915_GMC_5299TK	2	0	0
RP-1915_GMC_5303JD	2	0	0
RP-1915_GMC_5303NV	2	0	0
RP-1915_GMC_5311VT	2	0	0
RP-1915_GMC_5334SQ	2	0	0
RP-1915_GMC_5359PL	2	0	0
RP-1915_GMC_5360DC	2	0	0
RP-1915_GMC_5442FT	0	2	0
RP-1915_GMC_5450WZ	2	0	0
RP-1915_GMC_5456BU	2	0	0
RP-1915_GMC_5456XC	2	0	0
RP-1915_GMC_5570DG	2	0	0
RP-1915_GMC_5572YI	2	0	0
RP-1915_GMC_5595RN	2	0	0
RP-1915_GMC_5604NG	0	1	1
RP-1915_GMC_5617VM	2	0	0
RP-1915_GMC_5642EJ	2	0	0
RP-1915_GMC_5645FP	2	0	0
RP-1915_GMC_5645JH	2	0	0
RP-1915_GMC_5713RB	2	0	0
RP-1915_GMC_5731GV	2	0	0
RP-1915_GMC_5744TZ	2	0	0
RP-1915_GMC_5784DS	2	0	0
RP-1915_GMC_5795SL	2	0	0
RP-1915_GMC_5798UG	2	0	0
RP-1915_GMC_5809IE	2	0	0
RP-1915_GMC_5834MW	2	0	0
RP-1915_GMC_5837RR	2	0	0
RP-1915_GMC_5884UX	2	0	0
RP-1915_GMC_5905ZO	2	0	0
RP-1915_GMC_5923OI	2	0	0
RP-1915_GMC_5946LC	2	0	0
RP-1915_GMC_5950CT	2	0	0
RP-1915_GMC_5950YB	2	0	0
RP-1915_GMC_5962XO	0	2	0
RP-1915_GMC_5987AV	2	0	0
RP-1915_GMC_6080LX	2	0	0
RP-1915_GMC_6080PP	2	0	0
RP-1915_GMC_6087NU	2	0	0
RP-1915_GMC_6103AR	2	0	0
RP-1915_GMC_6130YT	2	0	0
RP-1915_GMC_6158XM	2	0	0
RP-1915_GMC_6159CH	2	0	0
RP-1915_GMC_6176PD	2	0	0
RP-1915_GMC_6199EQ	0	2	0
RP-1915_GMC_6199II	2	0	0
RP-1915_GMC_6199MA	2	0	0
RP-1915_GMC_6229AF	2	0	0
RP-1915_GMC_6242TK	2	0	0
RP-1915_GMC_6242XC	2	0	0
RP-1915_GMC_6249VE	2	0	0
RP-1915_GMC_6310FW	2	0	0
RP-1915_GMC_6368XQ	2	0	0
RP-1915_GMC_6377GZ	0	2	0
RP-1915_GMC_6381UN	2	0	0
RP-1915_GMC_6395IB	2	0	0
RP-1915_GMC_6399GG	2	0	0
RP-1915_GMC_6403WZ	2	0	0
RP-1915_GMC_6411IS	2	0	0
RP-1915_GMC_6434BU	2	0	0
RP-1915_GMC_6434FM	2	0	0
RP-1915_GMC_6463QY	2	0	0
RP-1915_GMC_6520FD	2	0	0
RP-1915_GMC_6556KB	2	0	0
RP-1915_GMC_6581OQ	2	0	0
RP-1915_GMC_6583JV	2	0	0
RP-1915_GMC_6587MW	2	0	0
RP-1915_GMC_6634ZS	2	0	0
RP-1915_GMC_6652YL	2	0	0
RP-1915_GMC_6673QC	2	0	0
RP-1915_GMC_6695DR	0	2	0
RP-1915_GMC_6695EM	2	0	0
RP-1915_GMC_6704FS	2	0	0
RP-1915_GMC_6705MK	2	0	0
RP-1915_GMC_6723BE	2	0	0
RP-1915_GMC_6742RF	2	0	0
RP-1915_GMC_6746YB	2	0	0
RP-1915_GMC_6748WD	2	0	0
RP-1915_GMC_6826HF	2	0	0
RP-1915_GMC_6844GV	2	0	0
RP-1915_GMC_6862YP	2	0	0
RP-1915_GMC_6891DN	2	0	0
RP-1915_GMC_6895FH	2	0	0
RP-1915_GMC_6915JO	2	0	0
RP-1915_GMC_6937AY	2	0	0
RP-1915_GMC_6937EQ	2	0	0
RP-1915_GMC_6997UX	2	0	0
RP-1915_GMC_7015WN	2	0	0
RP-1915_GMC_7030NU	2	0	0
RP-1915_GMC_7038TH	2	0	0
RP-1915_GMC_7097HT	2	0	0
RP-1915_GMC_7106BE	2	0	0
RP-1915_GMC_7121VB	2	0	0
RP-1915_GMC_7140SV	2	0	0
RP-1915_GMC_7180CL	2	0	0
RP-1915_GMC_7181EJ	2	0	0
RP-1915_GMC_7187AQ	2	0	0
RP-1915_GMC_7207EX	2	0	0
RP-1915_GMC_7230LP	2	0	0
RP-1915_GMC_7259PG	2	0	0
RP-1915_GMC_7276CC	2	0	0
RP-1915_GMC_7342GG	2	0	0
RP-1915_GMC_7350PZ	2	0	0
RP-1915_GMC_7441XQ	2	0	0
RP-1915_GMC_7468HM	2	0	0
RP-1915_GMC_7492TC	2	0	0
RP-1915_GMC_7495RI	2	0	0
RP-1915_GMC_7511VO	2	0	0
RP-1915_GMC_7512XJ	2	0	0
RP-1915_GMC_7519ZM	2	0	0
RP-1915_GMC_7531QN	2	0	0
RP-1915_GMC_7534OT	2	0	0
RP-1915_GMC_7563DU	2	0	0
RP-1915_GMC_7594IS	2	0	0
RP-1915_GMC_7681BP	2	0	0
RP-1915_GMC_7687DK	2	0	0
RP-1915_GMC_7687ZS	2	0	0
RP-1915_GMC_7712MH	1	1	0
RP-1915_GMC_7805ZJ	2	0	0
RP-1915_GMC_7848FH	2	0	0
RP-1915_GMC_7848JZ	2	0	0
RP-1915_GMC_7873JZ	2	0	0
RP-1915_GMC_7879HF	2	0	0
RP-1915_GMC_7879LX	2	0	0
RP-1915_GMC_7926UB	2	0	0
RP-1915_GMC_7965LL	2	0	0
RP-1915_GMC_7999WW	2	0	0
RP-1915_GMC_8004HQ	0	2	0
RP-1915_GMC_8022FD	2	0	0
RP-1915_GMC_8022JV	2	0	0
RP-1915_GMC_8026HX	2	0	0
RP-1915_GMC_8065YH	2	0	0
RP-1915_GMC_8118JJ	2	0	0
RP-1915_GMC_8131GG	2	0	0
RP-1915_GMC_8179SZ	2	0	0
RP-1915_GMC_8197RP	2	0	0
RP-1915_GMC_8218PK	2	0	0
RP-1915_GMC_8240FR	2	0	0
RP-1915_GMC_8257GU	2	0	0
RP-1915_GMC_8266PA	0	2	0
RP-1915_GMC_8268UL	2	0	0
RP-1915_GMC_8281NN	2	0	0
RP-1915_GMC_8281RF	2	0	0
RP-1915_GMC_8283LS	2	0	0
RP-1915_GMC_8307RW	2	0	0
RP-1915_GMC_8331AJ	2	0	0
RP-1915_GMC_8389ZC	2	0	0
RP-1915_GMC_8402NE	2	0	0
RP-1915_GMC_8450CV	2	0	0
RP-1915_GMC_8469OE	0	2	0
RP-1915_GMC_8472TC	2	0	0
RP-1915_GMC_8472XU	2	0	0
RP-1915_GMC_8473ZS	2	0	0
RP-1915_GMC_8522GY	2	0	0
RP-1915_GMC_8526NR	2	0	0
RP-1915_GMC_8541HP	2	0	0
RP-1915_GMC_8581MV	0	2	0
RP-1915_GMC_8595EE	2	0	0
RP-1915_GMC_8612KI	2	0	0
RP-1915_GMC_8634BP	2	0	0
RP-1915_GMC_8634FH	2	0	0
RP-1915_GMC_8694VO	2	0	0
RP-1915_GMC_8718VE	2	0	0
RP-1915_GMC_8747GQ	2	0	0
RP-1915_GMC_8784OL	2	0	0
RP-1915_GMC_8787MR	2	0	0
RP-1915_GMC_8787QJ	2	0	0
RP-1915_GMC_8803QX	2	0	0
RP-1915_GMC_8826JC	2	0	0
RP-1915_GMC_8830AQ	2	0	0
RP-1915_GMC_8830BI	2	0	0
RP-1915_GMC_8834ZN	2	0	0
RP-1915_GMC_8855YD	2	0	0
RP-1915_GMC_8936OA	2	0	0
RP-1915_GMC_8956BW	2	0	0
RP-1915_GMC_8973WV	2	0	0
RP-1915_GMC_8979UB	2	0	0
RP-1915_GMC_8979YT	2	0	0
RP-1915_GMC_8987KM	2	0	0
RP-1915_GMC_9039BZ	2	0	0
RP-1915_GMC_9057TQ	2	0	0
RP-1915_GMC_9079LP	2	0	0
RP-1915_GMC_9122SZ	2	0	0
RP-1915_GMC_9126UT	2	0	0
RP-1915_GMC_9188AQ	0	2	0
RP-1915_GMC_9218WF	2	0	0
RP-1915_GMC_9231OS	0	2	0
RP-1915_GMC_9261PK	2	0	0
RP-1915_GMC_9261TC	2	0	0
RP-1915_GMC_9275GB	2	0	0
RP-1915_GMC_9279FV	2	0	0
RP-1915_GMC_9290EO	2	0	0
RP-1915_GMC_9298JJ	2	0	0
RP-1915_GMC_9314AM	2	0	0
RP-1915_GMC_9322TX	2	0	0
RP-1915_GMC_9361HH	2	0	0
RP-1915_GMC_9370ID	0	2	0
RP-1915_GMC_9384EE	2	0	0
RP-1915_GMC_9400ES	2	0	0
RP-1915_GMC_9420BM	2	0	0
RP-1915_GMC_9461NI	2	0	0
RP-1915_GMC_9532AA	2	0	0
RP-1915_GMC_9550PR	2	0	0
RP-1915_GMC_9573IW	2	0	0
RP-1915_GMC_9573MO	2	0	0
RP-1915_GMC_9584BH	2	0	0
RP-1915_GMC_9601VL	0	1	1
RP-1915_GMC_9603DT	2	0	0
RP-1915_GMC_9623VS	2	0	0
RP-1915_GMC_9625RA	2	0	0
RP-1915_GMC_9626AQ	2	0	0
RP-1915_GMC_9626WY	2	0	0
RP-1915_GMC_9641UL	2	0	0
RP-1915_GMC_9699MC	2	0	0
RP-1915_GMC_9734KT	0	2	0
RP-1915_GMC_9742XE	2	0	0
RP-1915_GMC_9751GN	0	2	0
RP-1915_GMC_9765UB	2	0	0
RP-1915_GMC_9776JU	2	0	0
RP-1915_GMC_9794IK	2	0	0
RP-1915_GMC_9818IA	2	0	0
RP-1915_GMC_9847TM	2	0	0
RP-1915_GMC_9865LG	2	0	0
RP-1915_GMC_9887DF	2	0	0
RP-1915_GMC_9887ZN	2	0	0
RP-1915_GMC_9904FR	2	0	0
RP-1915_GMC_9926SD	0	2	0
RP-1915_GMC_9930KP	2	0	0
RP-1915_GMC_9937MJ	2	0	0
RP-1915_GMC_9986QX	2	0	0
RP-1915_HBP2017021_0002	0	2	0
RP-1915_HBP2017021_0025	0	2	0
RP-1915_HBP2017021_0081	0	2	0
RP-1915_HBP2017021_0193	0	2	0
RP-1915_HBP2017021_0251	0	2	0
RP-1915_HBP2017021_0414	1	1	0
RP-1915_HBP2017021_0478	0	2	0
RP-1915_HBP2017021_0501	0	2	0
RP-1915_HBP2017021_0666	0	2	0
RP-1915_HBP2017021_0714	2	0	0
RP-1915_HBP2017021_0847	2	0	0
RP-1915_HG00553	1	1	0
RP-1915_HG00554	0	2	0
RP-1915_HG00637	0	2	0
RP-1915_HG00638	1	1	0
RP-1915_HG00640	0	2	0
RP-1915_HG00641	0	2	0
RP-1915_HG00731	0	2	0
RP-1915_HG00732	1	1	0
RP-1915_HG00733	0	2	0
RP-1915_HG00734	0	2	0
RP-1915_HG00736	0	2	0
RP-1915_HG00737	0	2	0
RP-1915_HG00742	0	2	0
RP-1915_HG00743	0	2	0
RP-1915_HG01047	0	2	0
RP-1915_HG01048	0	2	0
RP-1915_HG01049	0	1	1
RP-1915_HG01052	0	1	1
RP-1915_HG01054	0	2	0
RP-1915_HG01055	0	2	0
RP-1915_HG01058	0	1	1
RP-1915_HG01060	0	2	0
RP-1915_HG01061	0	2	0
RP-1915_HG01063	0	1	1
RP-1915_HG01064	0	1	1
RP-1915_HG01066	0	2	0
RP-1915_HG01067	0	2	0
RP-1915_HG01069	0	2	0
RP-1915_HG01070	0	1	1
RP-1915_HG01072	0	1	0
RP-1915_HG01073	0	2	0
RP-1915_HG01075	1	1	0
RP-1915_HG01077	0	2	0
RP-1915_HG01079	0	2	0
RP-1915_HG01080	0	1	1
RP-1915_HG01082	0	1	1
RP-1915_HG01083	0	2	0
RP-1915_HG01085	0	2	0
RP-1915_HG01086	0	2	0
RP-1915_HG01088	1	1	0
RP-1915_HG01089	0	2	0
RP-1915_HG01092	0	2	0
RP-1915_HG01097	0	2	0
RP-1915_HG01098	0	2	0
RP-1915_HG01104	0	2	0
RP-1915_HG01105	0	2	0
RP-1915_HG01107	1	1	0
RP-1915_HG01108	1	1	0
RP-1915_HG01161	0	2	0
RP-1915_HG01162	0	2	0
RP-1915_HG01164	0	2	0
RP-1915_HG01168	0	2	0
RP-1915_HG01170	0	1	1
RP-1915_HG01171	0	2	0
RP-1915_HG01173	0	1	1
RP-1915_HG01174	0	2	0
RP-1915_HG01176	0	1	0
RP-1915_HG01187	0	1	1
RP-1915_HG01188	1	1	0
RP-1915_HG01197	0	1	1
RP-1915_HG01198	1	1	0
RP-1915_HG01200	0	2	0
RP-1915_HG01205	0	2	0
RP-1915_HG01241	1	1	0
RP-1915_HG01242	2	0	0
RP-1915_HG01286	0	2	0
RP-1915_HG01302	0	1	1
RP-1915_HG01303	0	2	0
RP-1915_HG01305	0	2	0
RP-1915_HG01308	1	1	0
RP-1915_HG01311	0	2	0
RP-1915_HG01312	0	2	0
RP-1915_HG01323	0	2	0
RP-1915_HG01325	0	2	0
RP-1915_HG01326	0	2	0
RP-1915_HG01392	0	2	0
RP-1915_HG01393	1	1	0
RP-1915_HG01395	0	2	0
RP-1915_HG01396	0	2	0
RP-1915_HG01398	0	2	0
RP-1915_HG01402	0	2	0
RP-1915_HG01403	0	0	2
RP-1915_HG01405	0	2	0
RP-1915_HG01412	0	1	1
RP-1915_HG01413	0	2	0
RP-1915_HG01414	0	2	0
RP-1915_IBD,11	2	0	0
RP-1915_IBD,17	1	1	0
RP-1915_IBD-10003	0	2	0
RP-1915_IBD-10048	0	2	0
RP-1915_IBD-10089	2	0	0
RP-1915_IBD-10116	0	2	0
RP-1915_IBD-10131	2	0	0
RP-1915_IBD-10172	0	2	0
RP-1915_IBD-10185	1	1	0
RP-1915_IBD-10211	0	2	0
RP-1915_IBD-10227	0	2	0
RP-1915_IBD-10278	2	0	0
RP-1915_IBD-10298	0	2	0
RP-1915_IBD-10323	0	2	0
RP-1915_IBD-10382	0	2	0
RP-1915_IBD-10442	0	2	0
RP-1915_IBD-10772	0	2	0
RP-1915_IBD-10778	0	2	0
RP-1915_IBD-10820	1	1	0
RP-1915_IBD-10889	0	2	0
RP-1915_IBD-10895	0	2	0
RP-1915_IBD-10979	0	2	0
RP-1915_IBD-10986	0	2	0
RP-1915_IBD-11042	0	2	0
RP-1915_IBD-11043	0	2	0
RP-1915_IBD-11084	2	0	0
RP-1915_IBD-11119	1	1	0
RP-1915_IBD-11159	0	2	0
RP-1915_IBD-11161	0	2	0
RP-1915_IBD-11283	0	2	0
RP-1915_IBD-11334	0	2	0
RP-1915_IBD-11357	0	2	0
RP-1915_IBD-11365	2	0	0
RP-1915_IBD-11390	0	2	0
RP-1915_IBD-11448	0	2	0
RP-1915_IBD-11525	1	1	0
RP-1915_IBD-11605	1	1	0
RP-1915_IBD-11627	0	2	0
RP-1915_IBD-11651	0	2	0
RP-1915_IBD-11671	0	2	0
RP-1915_IBD-11836	0	2	0
RP-1915_IBD-11920	1	1	0
RP-1915_IBD-11948	0	2	0
RP-1915_IBD-11959	0	2	0
RP-1915_IBD-11966	0	2	0
RP-1915_IBD-11981	0	2	0
RP-1915_IBD-11989	1	1	0
RP-1915_IBD-11998	0	2	0
RP-1915_IBD-12027	0	2	0
RP-1915_IBD-12104	0	2	0
RP-1915_IBD-12135	0	2	0
RP-1915_IBD-12137	0	2	0
RP-1915_IBD-12138	0	2	0
RP-1915_IBD-12205	2	0	0
RP-1915_IBD-12267	0	2	0
RP-1915_IBD-12530	0	2	0
RP-1915_IBD-12593	0	2	0
RP-1915_IBD-12713	0	2	0
RP-1915_IBD-12764	0	2	0
RP-1915_IBD-12788	0	2	0
RP-1915_IBD-12839	0	2	0
RP-1915_IBD-12843	0	2	0
RP-1915_IBD-12880	0	2	0
RP-1915_IBD-12886	0	2	0
RP-1915_IBD-12904	0	2	0
RP-1915_IBD-12972	0	2	0
RP-1915_IBD-13086	0	2	0
RP-1915_IBD-13093	0	2	0
RP-1915_IBD-13098	0	2	0
RP-1915_IBD-13100	0	2	0
RP-1915_IBD-13108	1	1	0
RP-1915_IBD-13126	0	2	0
RP-1915_IBD-13134	0	2	0
RP-1915_IBD-13214	0	2	0
RP-1915_IBD-13237	1	1	0
RP-1915_IBD-13259	0	2	0
RP-1915_IBD-13263	0	2	0
RP-1915_IBD-13384	0	2	0
RP-1915_IBD-13404	0	2	0
RP-1915_IBD-13424	0	2	0
RP-1915_IBD-13429	0	2	0
RP-1915_IBD-13437	2	0	0
RP-1915_IBD-13484	0	2	0
RP-1915_IBD-13497	0	2	0
RP-1915_IBD-13585	0	2	0
RP-1915_IBD-13596	0	2	0
RP-1915_IBD-13641	0	2	0
RP-1915_IBD-13642	0	2	0
RP-1915_IBD-13644	0	2	0
RP-1915_IBD-13660	0	2	0
RP-1915_IBD-13763	1	1	0
RP-1915_IBD-13855	0	2	0
RP-1915_IBD-1393	0	2	0
RP-1915_IBD-13931	0	2	0
RP-1915_IBD-13947	0	2	0
RP-1915_IBD-1395	0	2	0
RP-1915_IBD-1396	0	2	0
RP-1915_IBD-13977	2	0	0
RP-1915_IBD-14072	0	2	0
RP-1915_IBD-14099	0	2	0
RP-1915_IBD-14156	0	2	0
RP-1915_IBD-14280	0	2	0
RP-1915_IBD-189	0	2	0
RP-1915_IBD-2579	0	2	0
RP-1915_IBD-3083	0	2	0
RP-1915_IBD-3665	0	2	0
RP-1915_IBD-3692	0	2	0
RP-1915_IBD-3875	0	2	0
RP-1915_IBD-3937	0	2	0
RP-1915_IBD-475	0	2	0
RP-1915_IBD-4758	0	2	0
RP-1915_IBD-488	0	2	0
RP-1915_IBD-5383	0	2	0
RP-1915_IBD-5385	0	2	0
RP-1915_IBD-5511	0	2	0
RP-1915_IBD-5600	0	2	0
RP-1915_IBD-6324	2	0	0
RP-1915_IBD-6603	0	2	0
RP-1915_IBD-6761	0	2	0
RP-1915_IBD-6790	0	2	0
RP-1915_IBD-6884	0	2	0
RP-1915_IBD-6912	2	0	0
RP-1915_IBD-6914	1	1	0
RP-1915_IBD-7345	0	2	0
RP-1915_IBD-7554	0	2	0
RP-1915_IBD-7584	0	2	0
RP-1915_IBD-7585	0	2	0
RP-1915_IBD-7644	0	2	0
RP-1915_IBD-7703	0	2	0
RP-1915_IBD-7881	0	2	0
RP-1915_IBD-7920	0	1	1
RP-1915_IBD-7946	0	2	0
RP-1915_IBD-8051	0	2	0
RP-1915_IBD-8116	0	2	0
RP-1915_IBD-8236	0	1	1
RP-1915_IBD-8266	0	2	0
RP-1915_IBD-8306	0	2	0
RP-1915_IBD-8315	0	2	0
RP-1915_IBD-8721	2	0	0
RP-1915_IBD-8856	0	2	0
RP-1915_IBD-8861	0	2	0
RP-1915_IBD-8914	0	2	0
RP-1915_IBD-9236	0	2	0
RP-1915_IBD-9277	0	2	0
RP-1915_IBD-9309	0	2	0
RP-1915_IBD-9467	2	0	0
RP-1915_IBD-9512	0	2	0
RP-1915_IBD-9531	0	2	0
RP-1915_IBD-9542	0	2	0
RP-1915_IBD-9627	0	2	0
RP-1915_IBD-9718	0	2	0
RP-1915_IBD-9751	0	2	0
RP-1915_IBD-9813	0	2	0
RP-1915_IBD-9818	1	1	0
RP-1915_IBD-9952	0	2	0
RP-1915_IC2662368	2	0	0
RP-1915_IC2663227	0	2	0
RP-1915_IC2663340	1	1	0
RP-1915_IC2663885	0	2	0
RP-1915_IC2664403	0	2	0
RP-1915_IC2665690	0	2	0
RP-1915_IC2667263	0	1	1
RP-1915_IC2667356	0	2	0
RP-1915_IC2667649	2	0	0
RP-1915_IC2667886	0	2	0
RP-1915_IC2668854	0	2	0
RP-1915_IC2669177	2	0	0
RP-1915_IC2669424	0	2	0
RP-1915_IC2669870	1	1	0
RP-1915_IC2669889	1	1	0
RP-1915_IC2670113	2	0	0
RP-1915_IC2671235	0	2	0
RP-1915_IC2671862	2	0	0
RP-1915_IC2672267	0	1	1
RP-1915_IC2673264	1	1	0
RP-1915_IC2674189	2	0	0
RP-1915_IC2674191	2	0	0
RP-1915_IC2675933	2	0	0
RP-1915_IC2676269	0	0	2
RP-1915_IC2678321	0	2	0
RP-1915_IC2678688	0	2	0
RP-1915_IC2679608	0	1	1
RP-1915_IC2679683	0	2	0
RP-1915_IC2680154	1	1	0
RP-1915_IC2681304	2	0	0
RP-1915_IC2682136	2	0	0
RP-1915_IC2683704	2	0	0
RP-1915_IC2683864	0	2	0
RP-1915_IC2683961	0	2	0
RP-1915_IC2684126	2	0	0
RP-1915_IC2684283	0	2	0
RP-1915_IC2684721	2	0	0
RP-1915_IC2684745	0	2	0
RP-1915_IC2685253	1	1	0
RP-1915_IC2685276	1	1	0
RP-1915_IC2685442	0	2	0
RP-1915_IC2685997	0	2	0
RP-1915_IC2686418	2	0	0
RP-1915_IC2686912	0	2	0
RP-1915_IC2687825	2	0	0
RP-1915_IC2687856	2	0	0
RP-1915_IC2689551	0	2	0
RP-1915_IC2690115	0	2	0
RP-1915_IC2690906	0	2	0
RP-1915_IC2691171	2	0	0
RP-1915_IC2691504	0	2	0
RP-1915_IC2692288	0	2	0
RP-1915_IC2692513	0	2	0
RP-1915_IC2692756	1	1	0
RP-1915_IC2693295	2	0	0
RP-1915_IC2693984	0	2	0
RP-1915_IC2694960	0	2	0
RP-1915_IC2695302	0	2	0
RP-1915_IC2695599	2	0	0
RP-1915_IC3037217	0	2	0
RP-1915_IC3037650	1	1	0
RP-1915_IC3039081	2	0	0
RP-1915_IC3039178	2	0	0
RP-1915_IC3039648	2	0	0
RP-1915_IC3039837	0	2	0
RP-1915_IC3039994	0	2	0
RP-1915_IC3040927	0	1	1
RP-1915_IC3041198	0	2	0
RP-1915_IC3041872	1	1	0
RP-1915_IC3042253	1	1	0
RP-1915_IC3044299	0	2	0
RP-1915_IC3046213	1	1	0
RP-1915_IC3046266	0	1	1
RP-1915_IMAGINE_100523	0	2	0
RP-1915_IMAGINE_100529	0	1	1
RP-1915_IMAGINE_100546	0	2	0
RP-1915_IMAGINE_100554	0	2	0
RP-1915_IMAGINE_101052	0	0	2
RP-1915_IMAGINE_101054	0	2	0
RP-1915_IMAGINE_101135	0	0	2
RP-1915_IMAGINE_101147	0	2	0
RP-1915_IMAGINE_101450	0	2	0
RP-1915_IMAGINE_101466	0	1	1
RP-1915_IMAGINE_101576	0	2	0
RP-1915_IMAGINE_101580	0	2	0
RP-1915_IMAGINE_101581	0	2	0
RP-1915_IMAGINE_101592	0	1	1
RP-1915_IMAGINE_101600	0	2	0
RP-1915_IMAGINE_101606	0	2	0
RP-1915_IMAGINE_101613	0	2	0
RP-1915_IMAGINE_101652	0	2	0
RP-1915_IMAGINE_101684	0	2	0
RP-1915_IMAGINE_101690	0	1	1
RP-1915_IMAGINE_101699	0	2	0
RP-1915_IMAGINE_101737	1	1	0
RP-1915_IMAGINE_101825	0	2	0
RP-1915_IMAGINE_101830	0	2	0
RP-1915_IMAGINE_101839	0	0	2
RP-1915_IMAGINE_101845	0	2	0
